finished uploading
travel-to-la
k=40
time	expanded	visited	terminated	depth	cost	trace
304.82453513	3013	13483	3025	1	9	19
finished uploading
travel-5
k=40
time	expanded	visited	terminated	depth	cost	trace
11.40362000	150	982	54	0	5	14
22.74484015	312	1906	105	0	5	12
36.80046415	467	2885	182	0	6	15
39.76447010	499	3054	230	0	6	16
42.54127407	518	3187	258	0	7	20
61.90090799	698	4379	353	1	7	12
62.40010905	701	4403	353	1	7	12
74.75533104	837	5241	429	0	6	15
109.99579310	1232	7668	616	0	6	16
110.74459410	1240	7709	621	0	6	16
117.96740699	1304	8121	660	0	6	15
123.27141595	1339	8383	698	0	7	16
137.73264194	1464	9054	952	0	7	14
139.43304515	1479	9147	953	0	7	20
143.91025209	1502	9335	978	0	7	18
144.39385295	1506	9362	978	0	7	20
144.90865397	1510	9390	978	0	7	19
145.43905497	1514	9418	979	0	7	22
145.98505592	1518	9446	980	0	7	20
146.53105712	1522	9474	981	0	7	19
153.17666912	1560	9687	1126	0	7	21
155.37627316	1575	9765	1166	0	7	19
159.01107907	1596	9856	1224	0	8	20
161.58508301	1604	9932	1237	0	8	21
182.37992001	1814	11233	1337	1	7	15
223.12719202	2121	13182	1607	1	8	16
235.03001213	2190	13640	1713	1	9	21
235.81001401	2194	13669	1716	1	9	22
309.08334303	2977	18107	2091	0	8	17
339.22259593	3371	20192	2197	0	7	20
339.95579696	3379	20235	2202	0	7	20
342.96660209	3412	20401	2227	0	7	19
346.46100807	3435	20522	2300	0	7	19
413.02632499	3997	24108	2859	0	7	18
442.88477802	4283	25686	3084	0	7	20
443.08757806	4286	25698	3086	0	7	20
443.97677898	4291	25730	3092	0	7	20
444.19517994	4294	25742	3094	0	7	20
445.06878114	4299	25774	3100	0	7	18
445.28718209	4302	25786	3102	0	7	18
finished uploading
travel-6
k=40
time	expanded	visited	terminated	depth	cost	trace
0.59280086	9	68	1	0	3	8
2.60520387	38	260	9	0	4	10
8.65801501	132	824	50	0	5	12
9.01681495	136	852	51	0	5	13
9.29761600	142	876	55	0	5	14
9.42241597	144	884	57	0	5	15
11.27881885	160	992	85	0	5	16
14.86682606	192	1194	127	1	5	9
16.42682791	205	1305	130	1	5	7
16.89482903	208	1330	133	1	5	7
36.55086398	454	2781	339	0	5	15
45.56767988	555	3444	396	0	6	17
49.68608689	575	3645	398	0	6	15
51.10568905	583	3721	400	0	6	16
53.30529284	600	3844	408	0	6	17
53.43009305	602	3852	410	0	6	17
53.77329397	608	3876	416	0	6	17
58.93690300	631	4030	466	0	6	16
60.96490693	646	4133	489	0	6	18
61.47970796	655	4166	502	0	6	17
76.05013299	747	4800	659	1	6	11
84.00614691	825	5317	715	1	7	13
84.47414804	829	5345	716	1	7	14
85.98735094	841	5413	738	1	7	18
98.84177303	1030	6389	826	0	6	17
138.04464197	1465	9001	1075	0	6	17
193.39353895	1920	11857	1557	0	6	16
