finished uploading
travel-to-la
k=40
time	expanded	visited	terminated	depth	cost	trace
220.45958710	1733	6835	845	2	9	26
221.55158901	1736	6847	849	2	9	26
389.51708412	2161	8211	2304	2	11	15
389.79788399	2165	8225	2306	2	11	15
390.92108607	2180	8280	2316	2	11	18
391.23308706	2183	8292	2320	2	11	18
393.93189192	2202	8336	2389	1	13	17
503.61568403	2589	9746	2675	2	9	31
504.73888612	2593	9763	2679	2	9	31
506.87609005	2602	9800	2683	2	9	31
507.99929190	2606	9817	2687	2	9	31
640.02232409	3203	11928	3497	2	11	10
644.26553106	3241	12047	3573	2	11	17
644.62433195	3245	12062	3578	2	11	17
665.57516909	3334	12334	3908	1	14	15
1055.51345396	4669	17796	5191	2	10	19
1055.96585512	4672	17807	5192	2	10	19
1056.77705598	4678	17830	5193	2	10	19
1057.22945690	4681	17841	5194	2	10	19
timedout: 5680	21300	6099
finished uploading
travel-7
k=40
time	expanded	visited	terminated	depth	cost	trace
0.45240092	8	46	0	2	1	8
0.60840082	12	59	0	2	1	8
0.90480185	19	89	0	2	1	8
1.02960181	23	102	0	2	1	8
1.68480301	40	171	0	1	4	7
1.76280284	43	180	0	1	4	7
1.98120403	49	206	0	1	4	7
2.04360390	52	215	0	1	4	7
32.44805694	627	1850	244	2	10	16
34.10166001	631	1854	279	2	10	18
71.91612601	1103	3465	510	2	11	14
72.54012799	1107	3473	526	2	11	16
74.03772998	1115	3488	573	1	13	15
75.11413193	1118	3489	605	1	13	17
144.70585394	1518	4931	1210	2	11	15
145.00225496	1522	4943	1212	2	11	15
146.21905684	1532	4959	1248	2	11	15
146.46865702	1536	4971	1250	2	11	15
146.96785784	1539	4976	1262	2	11	18
147.20185900	1542	4983	1266	2	11	18
155.59467292	1560	4947	1552	1	14	13
155.92227387	1563	4953	1562	1	14	15
295.41771889	1897	5565	3389	1	14	14
295.57371902	1900	5573	3391	1	14	14
296.05731988	1906	5583	3407	1	14	14
296.19771981	1909	5591	3409	1	14	14
298.75612497	1915	5563	3542	2	15	17
480.90204501	2311	6199	5115	2	11	10
485.14525199	2357	6280	5201	2	11	17
485.42605281	2361	6291	5206	2	11	17
506.20528889	2428	6246	5994	0	15	8
507.96809196	2434	6250	6031	2	16	15
508.17089295	2437	6258	6031	2	16	21
508.37369299	2440	6265	6032	2	16	21
868.42232490	4204	11704	8414	1	14	9
869.91992784	4232	11757	8455	1	14	16
870.07592797	4235	11764	8458	1	14	16
874.89633703	4238	11709	8673	2	15	20
